"内部序号","分组一","分组二","分组三","分组四","分组五","类型","测量量程最小值","测量量程最大值","单位","断线上限","断线下限","设定上限","设定下限","阶码","报警方式","报警级别","报警延时","参数补偿编号","回差值","曲线编号","多点编号","网关IP","系统编号","分系统编号","站名称","站ID","IO模块类型","IO模块ID","点号","1/0有效","满量程上限","满量程下限","滤波标志","滤波次数","平均值处理标志","精度","斜率参数(A)","偏移参数(B)","刷新时间","A/D增益值","使用","开关状态","有报警","折线编号","1级报警","2级报警","3级报警","网关显示","参数类别","封装盒","选择","特殊ID标识","平均值与限值标志","OPC标志","安全标志","备份1","备份2","备份3","备份4","备份5","局域网","vdr","导航","备份6","备份7","备份8","备份9","备份10","测点名称","测点名称_en","简称","简称_tmp","测点号"
67,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,2,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,67,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"减摇鳍（左）综合报警",,"减摇鳍（左）综合报警",,"1935"
68,0,0,0,0,0,"开关量输入",,,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,3,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"5",0,68,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"减摇鳍（右）运行指示",,"减摇鳍（右）运行指示",,"1936"
69,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,4,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,69,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"减摇鳍（右）综合报警",,"减摇鳍（右）综合报警",,"1937"
70,0,0,0,0,0,"开关量输入",,,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,5,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"5",0,70,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"锚机运行指示",,"锚机运行指示",,"1942"
71,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,6,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,71,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"锚机综合报警",,"锚机综合报警",,"1943"
72,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,7,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,72,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"艉部绞盘综合报警",,"艉部绞盘综合报警",,"1944"
73,0,0,0,0,0,"开关量输入",,,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,8,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"5",0,73,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"定压排气补水装置运行指示",,"定压排气补水装置运行指示",,"1947"
74,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,9,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,74,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"定压排气补水装置综合故障报警",,"定压排气补水装置综合故障",,"1948"
75,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,10,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,75,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主配电板DC24V电源故障报警",,"主配电板DC24V故障报警",,"2011"
76,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,11,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,76,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"应急配电板AC400V绝缘低",,"应急配电板AC400V绝缘低",,"2016"
77,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,12,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,77,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"应急配电板AC220V绝缘低",,"应急配电板AC220V绝缘低",,"2017"
78,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,13,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,78,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"应急配电板综合故障报警",,"应急配电板综合故障报警",,"2018"
79,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,14,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,79,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"应急配电板DC24V电源故障",,"应急配电板DC24V电源故障",,"2019"
80,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,15,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,80,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"机舱报警灯柱综合故障报警",,"机舱报警灯柱综合故障报警",,"2021"
81,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,16,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,81,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"1号主机传令钟电源故障",,"1号主机传令钟电源故障",,"2023"
82,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,17,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,82,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"2号主机传令钟电源故障",,"2号主机传令钟电源故障",,"2024"
83,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,18,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,83,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"蓄电池充放电板综合故障报警信号_ALM",,"蓄电池充放电板综合故障",,"2025"
84,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,19,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,84,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"蓄电池充放电板DC24V绝缘低报警_ALM",,"蓄充放电板DC24V绝缘低报",,"2026"
85,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,20,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,85,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"蓄电池充放电板充电故障报警_ALM",,"蓄电池充放电板充电故障",,"2027"
86,1,1,0,0,1,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,21,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,86,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主推进控制系统电源柜主电源故障",,"主推进控制主电源故障",,"2030"
87,1,1,0,0,1,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,22,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,87,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主推进控制系统电源柜应急电源故障",,"主推进控制应急电源故障",,"2031"
88,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,23,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,88,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"专用储藏室防盗及高温报警",,"专用储藏室防盗及高温报警",,"2032"
89,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,24,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,89,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"专用储藏室防盗及高温报警故障报警",,"专藏室防盗及高温报警故障",,"2033"
90,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,25,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,90,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"专用储藏室防盗及高温报警电源故障报警",,"专藏室防盗及高温电源故障",,"2034"
91,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,26,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,91,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"干舱进水监测综合故障报警",,"干舱进水监测综合故障报警",,"2035"
92,1,1,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,31,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,92,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"机舱监测报警系统电源失电",,"机舱监测报警电源失电",,"1963"
93,1,1,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+02,"%",,-1.00000001e-01,9.00000000e+01,0.00000000e+00,"1","0","0",1.00000000e+01,,"0",,,,1,1,"1#分站",1,"HT-0301 模拟量输入模块",4,1,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"1号燃油舱液位高",,"1号燃油舱液位高",,"1801"
94,1,1,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+02,"%",,-1.00000001e-01,9.00000000e+01,0.00000000e+00,"1","0","0",1.00000000e+01,,"0",,,,1,1,"1#分站",1,"HT-0301 模拟量输入模块",4,2,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"2号燃油舱液位高",,"2号燃油舱液位高",,"1802"
95,1,1,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+02,"%",,-1.00000001e-01,9.00000000e+01,0.00000000e+00,"1","0","0",1.00000000e+01,,"0",,,,1,1,"1#分站",1,"HT-0301 模拟量输入模块",4,3,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"3号燃油舱液位高",,"3号燃油舱液位高",,"1803"
96,1,1,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+02,"%",,-1.00000001e-01,9.00000000e+01,2.00000000e+01,"1","0","0",1.00000000e+01,,"0",,,,1,1,"1#分站",1,"HT-0301 模拟量输入模块",4,4,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"1号淡水舱液位",,"1号淡水舱液位",,"1841"
97,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,2.00000000e+02,"℃",2.10000000e+02,,1.50000000e+02,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,1,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机组发电机U相绕组温度",,"左发电机U相绕组温度",,"0510"
98,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,2.00000000e+02,"℃",2.10000000e+02,,1.50000000e+02,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,2,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机组发电机V相绕组温度",,"左发电机V相绕组温度",,"0511"
99,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,2.00000000e+02,"℃",2.10000000e+02,,1.50000000e+02,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,3,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机组发电机W相绕组温度",,"左发电机W相绕组温度",,"0512"
100,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,1.20000000e+02,"℃",1.30000000e+02,,9.00000000e+01,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,4,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机组前端轴承温度",,"左发电机组前端轴承温度",,"0513"
101,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,1.20000000e+02,"℃",1.30000000e+02,,9.00000000e+01,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,5,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机组后端轴承温度",,"左发电机组后端轴承温度",,"0514"
102,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,2.00000000e+02,"℃",2.10000000e+02,,1.50000000e+02,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,6,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机组发电机U相绕组温度",,"右发电机U相绕组温度",,"0610"
103,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,2.00000000e+02,"℃",2.10000000e+02,,1.50000000e+02,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,7,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机组发电机V相绕组温度",,"右发电机V相绕组温度",,"0611"
104,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,2.00000000e+02,"℃",2.10000000e+02,,1.50000000e+02,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,8,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机组发电机W相绕组温度",,"右发电机W相绕组温度",,"0612"
105,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,1.20000000e+02,"℃",1.30000000e+02,,9.00000000e+01,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,9,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机组前端轴承温度",,"右发电机组前端轴承温度",,"0613"
106,1,1,0,0,0,"0-200℃热电阻",0.00000000e+00,1.20000000e+02,"℃",1.30000000e+02,,9.00000000e+01,0.00000000e+00,"1","0","0",0.00000000e+00,,"2",,,,1,1,"1#分站",1,"HT-0303 热电阻输入模块",5,10,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机组后端轴承温度",,"右发电机组后端轴承温度",,"0614"
107,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,1,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机滑油进机压力输出",,"左主机滑油进机压力输出",,"5001"
108,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,2,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机滑油温度输出",,"左主机滑油温度输出",,"5002"
109,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,3,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机高温水出机温度输出",,"左主机高温水出机温度输出",,"5003"
110,0,0,0,0,0,"4-20mA输出",0.00000000e+00,6.00000000e+00,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,4,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机高温水压力输出",,"左主机高温水压力输出",,"5004"
111,0,0,0,0,0,"4-20mA输出",0.00000000e+00,6.00000000e+00,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,5,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机低温冷却水压力输出",,"左主机低温冷却水压力输出",,"5005"
112,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,6,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左主机低温冷却水温度输出",,"左主机低温冷却水温度输出",,"5006"
113,0,0,0,0,0,"4-20mA输出",0.00000000e+00,4.00000000e+04,"rpm",,,0.00000000e+00,0.00000000e+00,"-1","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,7,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左增压器转速输出",,"左增压器转速输出",,"5007"
114,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,8,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱滑油进机压力输出",,"左齿轮箱滑油进机压力输出",,"5008"
115,0,0,0,0,0,"4-20mA输出",0.00000000e+00,4.00000000e+00,"MPa",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,9,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"1号空气瓶压力输出",,"1号空气瓶压力输出",,"5009"
116,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,10,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机滑油进机压力输出",,"右主机滑油进机压力输出",,"5010"
117,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,11,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机滑油温度输出",,"右主机滑油温度输出",,"5011"
118,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",7,12,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机高温水出机温度输出",,"右主机高温水出机温度输出",,"5012"
119,0,0,0,0,0,"4-20mA输出",0.00000000e+00,6.00000000e+00,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",8,1,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机高温水压力输出",,"右主机高温水压力输出",,"5013"
120,0,0,0,0,0,"4-20mA输出",0.00000000e+00,6.00000000e+00,"bar",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",8,2,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机低温冷却水压力输出",,"右主机低温冷却水压力输出",,"5014"
121,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.20000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",8,3,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机低温冷却水温度输出",,"右主机低温冷却水温度输出",,"5015"
122,0,0,0,0,0,"4-20mA输出",0.00000000e+00,4.00000000e+04,"rpm",,,0.00000000e+00,0.00000000e+00,"-1","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",8,4,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右增压器转速输出",,"右增压器转速输出",,"5016"
123,0,0,0,0,0,"4-20mA输出",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",8,5,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱滑油进机压力输出",,"右齿轮箱滑油进机压力输出",,"5017"
124,0,0,0,0,0,"4-20mA输出",0.00000000e+00,4.00000000e+00,"MPa",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#分站",1,"HT-0312 模拟量输出模块",8,6,"-1",2.00000000e+01,4.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"2号空气瓶压力输出",,"2号空气瓶压力输出",,"5018"
125,0,0,0,0,0,"4-20mA输入",,,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#分站",2,"HT-0801 简易网关模块",0,1,"-1",,,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"2号站CANA通讯状态",,"2号站CANA通讯状态",,"7"
126,0,0,0,0,0,"4-20mA输入",,,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#分站",2,"HT-0801 简易网关模块",0,2,"-1",,,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"2号站CANB通讯状态",,"2号站CANB通讯状态",,"8"
